Compound Name,DiscoveRx Gene Symbol,Entrez Gene Symbol,Percent Control,Compound Concentration (nM)
AKI00000053a,MKNK1,MKNK1,49,1000
AKI00000053a,MKNK2,MKNK2,100,1000
AKI00000053a,MLCK,MYLK3,100,1000
AKI00000053a,MLK1,MAP3K9,90,1000
AKI00000053a,MLK2,MAP3K10,64,1000
AKI00000053a,MLK3,MAP3K11,100,1000
AKI00000053a,MRCKA,CDC42BPA,100,1000
AKI00000053a,MRCKB,CDC42BPB,100,1000
AKI00000053a,MST1,STK4,100,1000
AKI00000053a,MST1R,MST1R,95,1000
AKI00000053a,MST2,STK3,69,1000
AKI00000053a,MST3,STK24,84,1000
AKI00000053a,MST4,MST4,95,1000
AKI00000053a,MTOR,MTOR,41,1000
AKI00000053a,MUSK,MUSK,94,1000
AKI00000053a,MYLK,MYLK,95,1000
AKI00000053a,MYLK2,MYLK2,94,1000
AKI00000053a,MYLK4,MYLK4,85,1000
AKI00000053a,MYO3A,MYO3A,100,1000
AKI00000053a,MYO3B,MYO3B,100,1000
AKI00000053a,NDR1,STK38,62,1000
AKI00000053a,NDR2,STK38L,38,1000
AKI00000053a,NEK1,NEK1,100,1000
AKI00000053a,NEK10,NEK10,42,1000
AKI00000053a,NEK11,NEK11,74,1000
AKI00000053a,NEK2,NEK2,100,1000
AKI00000053a,NEK3,NEK3,89,1000
AKI00000053a,NEK4,NEK4,100,1000
AKI00000053a,NEK5,NEK5,100,1000
AKI00000053a,NEK6,NEK6,100,1000
AKI00000053a,NEK7,NEK7,87,1000
AKI00000053a,NEK9,NEK9,98,1000
AKI00000053a,NIK,MAP3K14,100,1000
AKI00000053a,NIM1,MGC42105,59,1000
AKI00000053a,NLK,NLK,91,1000
AKI00000053a,OSR1,OXSR1,100,1000
AKI00000053a,p38-alpha,MAPK14,83,1000
AKI00000053a,p38-beta,MAPK11,83,1000
AKI00000053a,p38-delta,MAPK13,99,1000
AKI00000053a,p38-gamma,MAPK12,59,1000
AKI00000053a,PAK1,PAK1,98,1000
AKI00000053a,PAK2,PAK2,100,1000
AKI00000053a,PAK3,PAK3,100,1000
AKI00000053a,PAK4,PAK4,100,1000
AKI00000053a,PAK6,PAK6,100,1000
AKI00000053a,PAK7,PAK7,89,1000
AKI00000053a,PCTK1,CDK16,90,1000
AKI00000053a,PCTK2,CDK17,100,1000
AKI00000053a,PCTK3,CDK18,86,1000
AKI00000053a,PDGFRA,PDGFRA,67,1000
AKI00000053a,PDGFRB,PDGFRB,75,1000
AKI00000053a,PDPK1,PDPK1,100,1000
AKI00000053a,PFCDPK1(P.falciparum),CDPK1,88,1000
AKI00000053a,PFPK5(P.falciparum),MAL13P1.279,48,1000
AKI00000053a,PFTAIRE2,CDK15,73,1000
AKI00000053a,PFTK1,CDK14,100,1000
AKI00000053a,PHKG1,PHKG1,100,1000
AKI00000053a,PHKG2,PHKG2,100,1000
AKI00000053a,PIK3C2B,PIK3C2B,85,1000
AKI00000053a,PIK3C2G,PIK3C2G,100,1000
AKI00000053a,PIK3CA,PIK3CA,100,1000
AKI00000053a,PIK3CA(C420R),PIK3CA,100,1000
AKI00000053a,PIK3CA(E542K),PIK3CA,76,1000
AKI00000053a,PIK3CA(E545A),PIK3CA,100,1000
AKI00000053a,PIK3CA(E545K),PIK3CA,78,1000
AKI00000053a,PIK3CA(H1047L),PIK3CA,91,1000
AKI00000053a,PIK3CA(H1047Y),PIK3CA,92,1000
AKI00000053a,PIK3CA(I800L),PIK3CA,82,1000
AKI00000053a,PIK3CA(M1043I),PIK3CA,79,1000
AKI00000053a,PIK3CA(Q546K),PIK3CA,73,1000
AKI00000053a,PIK3CB,PIK3CB,100,1000
AKI00000053a,PIK3CD,PIK3CD,100,1000
AKI00000053a,PIK3CG,PIK3CG,100,1000
AKI00000053a,PIK4CB,PI4KB,100,1000
AKI00000053a,PIKFYVE,PIKFYVE,29,1000
AKI00000053a,PIM1,PIM1,100,1000
AKI00000053a,PIM2,PIM2,74,1000
AKI00000053a,PIM3,PIM3,100,1000
AKI00000053a,PIP5K1A,PIP5K1A,57,1000
AKI00000053a,PIP5K1C,PIP5K1C,54,1000
AKI00000053a,PIP5K2B,PIP4K2B,100,1000
AKI00000053a,PIP5K2C,PIP4K2C,58,1000
AKI00000053a,PKAC-alpha,PRKACA,100,1000
AKI00000053a,PKAC-beta,PRKACB,100,1000
AKI00000053a,PKMYT1,PKMYT1,100,1000
AKI00000053a,PKN1,PKN1,75,1000
AKI00000053a,PKN2,PKN2,84,1000
AKI00000053a,PKNB(M.tuberculosis),pknB,100,1000
AKI00000053a,PLK1,PLK1,97,1000
AKI00000053a,PLK2,PLK2,89,1000
AKI00000053a,PLK3,PLK3,96,1000
AKI00000053a,PLK4,PLK4,99,1000
AKI00000053a,PRKCD,PRKCD,91,1000
AKI00000053a,PRKCE,PRKCE,51,1000
AKI00000053a,PRKCH,PRKCH,100,1000
AKI00000053a,PRKCI,PRKCI,86,1000
AKI00000053a,PRKCQ,PRKCQ,100,1000
AKI00000053a,PRKD1,PRKD1,92,1000
AKI00000053a,PRKD2,PRKD2,96,1000
AKI00000053a,PRKD3,PRKD3,68,1000
AKI00000053a,PRKG1,PRKG1,95,1000
AKI00000053a,PRKG2,PRKG2,100,1000
AKI00000053a,PRKR,EIF2AK2,98,1000
AKI00000053a,PRKX,PRKX,100,1000
AKI00000053a,PRP4,PRPF4B,100,1000
AKI00000053a,PYK2,PTK2B,90,1000
AKI00000053a,QSK,KIAA0999,86,1000
AKI00000053a,RAF1,RAF1,100,1000
AKI00000053a,RET,RET,83,1000
AKI00000053a,RET(M918T),RET,86,1000
AKI00000053a,RET(V804L),RET,96,1000
AKI00000053a,RET(V804M),RET,98,1000
AKI00000053a,RIOK1,RIOK1,89,1000
AKI00000053a,RIOK2,RIOK2,100,1000
AKI00000053a,RIOK3,RIOK3,100,1000
AKI00000053a,RIPK1,RIPK1,97,1000
AKI00000053a,RIPK2,RIPK2,97,1000
AKI00000053a,RIPK4,RIPK4,100,1000
AKI00000053a,RIPK5,DSTYK,30,1000
AKI00000053a,ROCK1,ROCK1,44,1000
AKI00000053a,ROCK2,ROCK2,55,1000
AKI00000053a,ROS1,ROS1,100,1000
AKI00000053a,RPS6KA4(Kin.Dom.1-N-terminal),RPS6KA4,88,1000
AKI00000053a,RPS6KA4(Kin.Dom.2-C-terminal),RPS6KA4,92,1000
AKI00000053a,RPS6KA5(Kin.Dom.1-N-terminal),RPS6KA5,100,1000
AKI00000053a,RPS6KA5(Kin.Dom.2-C-terminal),RPS6KA5,96,1000
AKI00000053a,RSK1(Kin.Dom.1-N-terminal),RPS6KA1,100,1000
AKI00000053a,RSK1(Kin.Dom.2-C-terminal),RPS6KA1,100,1000
AKI00000053a,RSK2(Kin.Dom.1-N-terminal),RPS6KA3,93,1000
AKI00000053a,RSK2(Kin.Dom.2-C-terminal),RPS6KA3,70,1000
AKI00000053a,RSK3(Kin.Dom.1-N-terminal),RPS6KA2,76,1000
AKI00000053a,RSK3(Kin.Dom.2-C-terminal),RPS6KA2,90,1000
AKI00000053a,RSK4(Kin.Dom.1-N-terminal),RPS6KA6,100,1000
AKI00000053a,RSK4(Kin.Dom.2-C-terminal),RPS6KA6,87,1000
AKI00000053a,S6K1,RPS6KB1,100,1000
AKI00000053a,SBK1,SBK1,100,1000
AKI00000053a,SGK,SGK1,60,1000
AKI00000053a,SgK110,SgK110,100,1000
AKI00000053a,SGK2,SGK2,68,1000
AKI00000053a,SGK3,SGK3,85,1000
AKI00000053a,SIK,SIK1,100,1000
AKI00000053a,SIK2,SIK2,87,1000
AKI00000053a,SLK,SLK,91,1000
AKI00000053a,SNARK,NUAK2,100,1000
AKI00000053a,SNRK,SNRK,83,1000
AKI00000053a,SRC,SRC,92,1000
AKI00000053a,SRMS,SRMS,100,1000
AKI00000053a,SRPK1,SRPK1,93,1000
AKI00000053a,SRPK2,SRPK2,100,1000
AKI00000053a,SRPK3,SRPK3,100,1000
AKI00000053a,STK16,STK16,83,1000
AKI00000053a,STK33,STK33,87,1000
AKI00000053a,STK35,STK35,100,1000
AKI00000053a,STK36,STK36,85,1000
AKI00000053a,STK39,STK39,100,1000
AKI00000053a,SYK,SYK,74,1000
AKI00000053a,TAK1,MAP3K7,89,1000
AKI00000053a,TAOK1,TAOK1,100,1000
AKI00000053a,TAOK2,TAOK2,100,1000
AKI00000053a,TAOK3,TAOK3,100,1000
AKI00000053a,TBK1,TBK1,100,1000
AKI00000053a,TEC,TEC,82,1000
AKI00000053a,TESK1,TESK1,76,1000
AKI00000053a,TGFBR1,TGFBR1,65,1000
AKI00000053a,TGFBR2,TGFBR2,100,1000
AKI00000053a,TIE1,TIE1,80,1000
AKI00000053a,TIE2,TEK,97,1000
AKI00000053a,TLK1,TLK1,88,1000
AKI00000053a,TLK2,TLK2,100,1000
AKI00000053a,TNIK,TNIK,100,1000
AKI00000053a,TNK1,TNK1,94,1000
AKI00000053a,TNK2,TNK2,100,1000
AKI00000053a,TNNI3K,TNNI3K,76,1000
AKI00000053a,TRKA,NTRK1,51,1000
AKI00000053a,TRKB,NTRK2,39,1000
AKI00000053a,TRKC,NTRK3,61,1000
AKI00000053a,TRPM6,TRPM6,100,1000
AKI00000053a,TSSK1B,TSSK1B,86,1000
AKI00000053a,TSSK3,TSSK3,96,1000
AKI00000053a,TTK,TTK,14,1000
AKI00000053a,TXK,TXK,100,1000
AKI00000053a,TYK2(JH1domain-catalytic),TYK2,100,1000
AKI00000053a,TYK2(JH2domain-pseudokinase),TYK2,66,1000
AKI00000053a,TYRO3,TYRO3,100,1000
AKI00000053a,ULK1,ULK1,100,1000
AKI00000053a,ULK2,ULK2,87,1000
AKI00000053a,ULK3,ULK3,100,1000
AKI00000053a,VEGFR2,KDR,72,1000
AKI00000053a,VPS34,PIK3C3,61,1000
AKI00000053a,VRK2,VRK2,54,1000
AKI00000053a,WEE1,WEE1,100,1000
AKI00000053a,WEE2,WEE2,98,1000
AKI00000053a,WNK1,WNK1,100,1000
AKI00000053a,WNK2,WNK2,64,1000
AKI00000053a,WNK3,WNK3,71,1000
AKI00000053a,WNK4,WNK4,93,1000
AKI00000053a,YANK1,STK32A,100,1000
AKI00000053a,YANK2,STK32B,100,1000
AKI00000053a,YANK3,STK32C,100,1000
AKI00000053a,YES,YES1,100,1000
AKI00000053a,YSK1,STK25,91,1000
AKI00000053a,YSK4,MAP3K19,66,1000
AKI00000053a,ZAK,ZAK,100,1000
AKI00000053a,ZAP70,ZAP70,40,1000
AKI00000054a,AAK1,AAK1,100,1000
AKI00000054a,ABL1(E255K)-phosphorylated,ABL1,22,1000
AKI00000054a,ABL1(F317I)-nonphosphorylated,ABL1,33,1000
AKI00000054a,ABL1(F317I)-phosphorylated,ABL1,78,1000
AKI00000054a,ABL1(F317L)-nonphosphorylated,ABL1,18,1000
AKI00000054a,ABL1(F317L)-phosphorylated,ABL1,64,1000
AKI00000054a,ABL1(H396P)-nonphosphorylated,ABL1,0,1000
AKI00000054a,ABL1(H396P)-phosphorylated,ABL1,18,1000
AKI00000054a,ABL1(M351T)-phosphorylated,ABL1,14,1000
AKI00000054a,ABL1(Q252H)-nonphosphorylated,ABL1,0,1000
AKI00000054a,ABL1(Q252H)-phosphorylated,ABL1,23,1000
AKI00000054a,ABL1(T315I)-nonphosphorylated,ABL1,0,1000
AKI00000054a,ABL1(T315I)-phosphorylated,ABL1,45,1000
AKI00000054a,ABL1(Y253F)-phosphorylated,ABL1,15,1000
AKI00000054a,ABL1-nonphosphorylated,ABL1,0.3,1000
AKI00000054a,ABL1-phosphorylated,ABL1,17,1000
AKI00000054a,ABL2,ABL2,14,1000
AKI00000054a,ACVR1,ACVR1,100,1000
AKI00000054a,ACVR1B,ACVR1B,90,1000
AKI00000054a,ACVR2A,ACVR2A,90,1000
AKI00000054a,ACVR2B,ACVR2B,100,1000
AKI00000054a,ACVRL1,ACVRL1,84,1000
AKI00000054a,ADCK3,CABC1,94,1000
AKI00000054a,ADCK4,ADCK4,100,1000
AKI00000054a,AKT1,AKT1,100,1000
AKI00000054a,AKT2,AKT2,100,1000
AKI00000054a,AKT3,AKT3,100,1000
AKI00000054a,ALK,ALK,65,1000
AKI00000054a,ALK(C1156Y),ALK,100,1000
AKI00000054a,ALK(L1196M),ALK,95,1000
AKI00000054a,AMPK-alpha1,PRKAA1,62,1000
AKI00000054a,AMPK-alpha2,PRKAA2,76,1000
AKI00000054a,ANKK1,ANKK1,100,1000
AKI00000054a,ARK5,NUAK1,100,1000
AKI00000054a,ASK1,MAP3K5,94,1000
AKI00000054a,ASK2,MAP3K6,67,1000
AKI00000054a,AURKA,AURKA,100,1000
AKI00000054a,AURKB,AURKB,43,1000
AKI00000054a,AURKC,AURKC,29,1000
AKI00000054a,AXL,AXL,1.3,1000
AKI00000054a,BIKE,BMP2K,85,1000
AKI00000054a,BLK,BLK,0,1000
AKI00000054a,BMPR1A,BMPR1A,78,1000
AKI00000054a,BMPR1B,BMPR1B,75,1000
AKI00000054a,BMPR2,BMPR2,99,1000
AKI00000054a,BMX,BMX,53,1000
AKI00000054a,BRAF,BRAF,42,1000
AKI00000054a,BRAF(V600E),BRAF,19,1000
AKI00000054a,BRK,PTK6,100,1000
AKI00000054a,BRSK1,BRSK1,100,1000
AKI00000054a,BRSK2,BRSK2,100,1000
AKI00000054a,BTK,BTK,47,1000
AKI00000054a,BUB1,BUB1,100,1000
AKI00000054a,CAMK1,CAMK1,93,1000
AKI00000054a,CAMK1B,PNCK,79,1000
AKI00000054a,CAMK1D,CAMK1D,100,1000
AKI00000054a,CAMK1G,CAMK1G,100,1000
AKI00000054a,CAMK2A,CAMK2A,100,1000
AKI00000054a,CAMK2B,CAMK2B,100,1000
AKI00000054a,CAMK2D,CAMK2D,100,1000
AKI00000054a,CAMK2G,CAMK2G,100,1000
AKI00000054a,CAMK4,CAMK4,94,1000
AKI00000054a,CAMKK1,CAMKK1,82,1000
AKI00000054a,CAMKK2,CAMKK2,100,1000
AKI00000054a,CASK,CASK,86,1000
AKI00000054a,CDC2L1,CDK11B,99,1000
AKI00000054a,CDC2L2,CDC2L2,94,1000
AKI00000054a,CDC2L5,CDK13,48,1000
AKI00000054a,CDK11,CDK19,14,1000
AKI00000054a,CDK2,CDK2,93,1000
AKI00000054a,CDK3,CDK3,96,1000
AKI00000054a,CDK4,CDK4,71,1000
AKI00000054a,CDK4-cyclinD1,CDK4,100,1000
AKI00000054a,CDK4-cyclinD3,CDK4,100,1000
AKI00000054a,CDK5,CDK5,90,1000
AKI00000054a,CDK7,CDK7,49,1000
AKI00000054a,CDK8,CDK8,8.2,1000
AKI00000054a,CDK9,CDK9,100,1000
AKI00000054a,CDKL1,CDKL1,77,1000
AKI00000054a,CDKL2,CDKL2,65,1000
AKI00000054a,CDKL3,CDKL3,62,1000
AKI00000054a,CDKL5,CDKL5,100,1000
AKI00000054a,CHEK1,CHEK1,82,1000
AKI00000054a,CHEK2,CHEK2,87,1000
AKI00000054a,CIT,CIT,78,1000
AKI00000054a,CLK1,CLK1,98,1000
AKI00000054a,CLK2,CLK2,100,1000
AKI00000054a,CLK3,CLK3,89,1000
AKI00000054a,CLK4,CLK4,83,1000
AKI00000054a,CSF1R,CSF1R,0,1000
AKI00000054a,CSF1R-autoinhibited,CSF1R,40,1000
AKI00000054a,CSK,CSK,12,1000
AKI00000054a,CSNK1A1,CSNK1A1,74,1000
AKI00000054a,CSNK1A1L,CSNK1A1L,100,1000
AKI00000054a,CSNK1D,CSNK1D,97,1000
AKI00000054a,CSNK1E,CSNK1E,89,1000
AKI00000054a,CSNK1G1,CSNK1G1,100,1000
AKI00000054a,CSNK1G2,CSNK1G2,99,1000
AKI00000054a,CSNK1G3,CSNK1G3,100,1000
AKI00000054a,CSNK2A1,CSNK2A1,71,1000
AKI00000054a,CSNK2A2,CSNK2A2,91,1000
AKI00000054a,CTK,MATK,41,1000
AKI00000054a,DAPK1,DAPK1,100,1000
AKI00000054a,DAPK2,DAPK2,89,1000
AKI00000054a,DAPK3,DAPK3,94,1000
AKI00000054a,DCAMKL1,DCLK1,90,1000
AKI00000054a,DCAMKL2,DCLK2,95,1000
AKI00000054a,DCAMKL3,DCLK3,49,1000
AKI00000054a,DDR1,DDR1,0,1000
AKI00000054a,DDR2,DDR2,0,1000
AKI00000054a,DLK,MAP3K12,100,1000
AKI00000054a,DMPK,DMPK,94,1000
AKI00000054a,DMPK2,CDC42BPG,81,1000
AKI00000054a,DRAK1,STK17A,79,1000
AKI00000054a,DRAK2,STK17B,90,1000
AKI00000054a,DYRK1A,DYRK1A,100,1000
AKI00000054a,DYRK1B,DYRK1B,45,1000
AKI00000054a,DYRK2,DYRK2,38,1000
AKI00000054a,EGFR,EGFR,73,1000
AKI00000054a,EGFR(E746-A750del),EGFR,92,1000
AKI00000054a,EGFR(G719C),EGFR,94,1000
AKI00000054a,EGFR(G719S),EGFR,100,1000
AKI00000054a,"EGFR(L747-E749del, A750P)",EGFR,64,1000
AKI00000054a,"EGFR(L747-S752del, P753S)",EGFR,93,1000
AKI00000054a,"EGFR(L747-T751del,Sins)",EGFR,100,1000
AKI00000054a,EGFR(L858R),EGFR,66,1000
AKI00000054a,"EGFR(L858R,T790M)",EGFR,85,1000
AKI00000054a,EGFR(L861Q),EGFR,97,1000
AKI00000054a,EGFR(S752-I759del),EGFR,100,1000
AKI00000054a,EGFR(T790M),EGFR,100,1000
AKI00000054a,EIF2AK1,EIF2AK1,95,1000
AKI00000054a,EPHA1,EPHA1,17,1000
AKI00000054a,EPHA2,EPHA2,2.4,1000
AKI00000054a,EPHA3,EPHA3,7.3,1000
AKI00000054a,EPHA4,EPHA4,1.2,1000
AKI00000054a,EPHA5,EPHA5,3.8,1000
AKI00000054a,EPHA6,EPHA6,0,1000
AKI00000054a,EPHA7,EPHA7,3.4,1000
AKI00000054a,EPHA8,EPHA8,0,1000
AKI00000054a,EPHB1,EPHB1,0.7,1000
AKI00000054a,EPHB2,EPHB2,0,1000
AKI00000054a,EPHB3,EPHB3,14,1000
AKI00000054a,EPHB4,EPHB4,2.1,1000
AKI00000054a,EPHB6,EPHB6,0.4,1000
AKI00000054a,ERBB2,ERBB2,96,1000
AKI00000054a,ERBB3,ERBB3,59,1000
AKI00000054a,ERBB4,ERBB4,94,1000
AKI00000054a,ERK1,MAPK3,97,1000
AKI00000054a,ERK2,MAPK1,100,1000
AKI00000054a,ERK3,MAPK6,78,1000
AKI00000054a,ERK4,MAPK4,100,1000
AKI00000054a,ERK5,MAPK7,100,1000
AKI00000054a,ERK8,MAPK15,24,1000
AKI00000054a,ERN1,ERN1,67,1000
AKI00000054a,FAK,PTK2,72,1000
AKI00000054a,FER,FER,55,1000
AKI00000054a,FES,FES,100,1000
AKI00000054a,FGFR1,FGFR1,85,1000
AKI00000054a,FGFR2,FGFR2,78,1000
AKI00000054a,FGFR3,FGFR3,100,1000
AKI00000054a,FGFR3(G697C),FGFR3,100,1000
AKI00000054a,FGFR4,FGFR4,85,1000
AKI00000054a,FGR,FGR,7.6,1000
AKI00000054a,FLT1,FLT1,0.6,1000
AKI00000054a,FLT3,FLT3,0.9,1000
AKI00000054a,FLT3(D835H),FLT3,0.8,1000
AKI00000054a,FLT3(D835V),FLT3,1.7,1000
AKI00000054a,FLT3(D835Y),FLT3,5.6,1000
AKI00000054a,FLT3(ITD),FLT3,0.5,1000
AKI00000054a,"FLT3(ITD,D835V)",FLT3,33,1000
AKI00000054a,"FLT3(ITD,F691L)",FLT3,14,1000
AKI00000054a,FLT3(K663Q),FLT3,3.7,1000
AKI00000054a,FLT3(N841I),FLT3,0,1000
AKI00000054a,FLT3(R834Q),FLT3,0.8,1000
AKI00000054a,FLT3-autoinhibited,FLT3,56,1000
AKI00000054a,FLT4,FLT4,0,1000
AKI00000054a,FRK,FRK,5.2,1000
AKI00000054a,FYN,FYN,12,1000
AKI00000054a,GAK,GAK,100,1000
AKI00000054a,"GCN2(Kin.Dom.2,S808G)",EIF2AK4,22,1000
AKI00000054a,GRK1,GRK1,95,1000
AKI00000054a,GRK2,ADRBK1,81,1000
AKI00000054a,GRK3,ADRBK2,77,1000
AKI00000054a,GRK4,GRK4,100,1000
AKI00000054a,GRK7,GRK7,100,1000
AKI00000054a,GSK3A,GSK3A,100,1000
AKI00000054a,GSK3B,GSK3B,67,1000
AKI00000054a,HASPIN,GSG2,97,1000
AKI00000054a,HCK,HCK,0.1,1000
AKI00000054a,HIPK1,HIPK1,71,1000
AKI00000054a,HIPK2,HIPK2,100,1000
AKI00000054a,HIPK3,HIPK3,64,1000
AKI00000054a,HIPK4,HIPK4,5.8,1000
AKI00000054a,HPK1,MAP4K1,1.9,1000
AKI00000054a,HUNK,HUNK,100,1000
AKI00000054a,ICK,ICK,100,1000
AKI00000054a,IGF1R,IGF1R,100,1000
AKI00000054a,IKK-alpha,CHUK,98,1000
AKI00000054a,IKK-beta,IKBKB,100,1000
AKI00000054a,IKK-epsilon,IKBKE,100,1000
AKI00000054a,INSR,INSR,99,1000
AKI00000054a,INSRR,INSRR,89,1000
AKI00000054a,IRAK1,IRAK1,78,1000
AKI00000054a,IRAK3,IRAK3,100,1000
AKI00000054a,IRAK4,IRAK4,80,1000
AKI00000054a,ITK,ITK,24,1000
AKI00000054a,JAK1(JH1domain-catalytic),JAK1,61,1000
AKI00000054a,JAK1(JH2domain-pseudokinase),JAK1,100,1000
AKI00000054a,JAK2(JH1domain-catalytic),JAK2,37,1000
AKI00000054a,JAK3(JH1domain-catalytic),JAK3,90,1000
AKI00000054a,JNK1,MAPK8,92,1000
AKI00000054a,JNK2,MAPK9,76,1000
AKI00000054a,JNK3,MAPK10,85,1000
AKI00000054a,KIT,KIT,0,1000
AKI00000054a,KIT(A829P),KIT,0,1000
AKI00000054a,KIT(D816H),KIT,2.2,1000
AKI00000054a,KIT(D816V),KIT,0.8,1000
AKI00000054a,KIT(L576P),KIT,1.4,1000
AKI00000054a,KIT(V559D),KIT,0,1000
AKI00000054a,"KIT(V559D,T670I)",KIT,0,1000
AKI00000054a,"KIT(V559D,V654A)",KIT,2.7,1000
AKI00000054a,KIT-autoinhibited,KIT,56,1000
AKI00000054a,LATS1,LATS1,96,1000
AKI00000054a,LATS2,LATS2,100,1000
AKI00000054a,LCK,LCK,0.2,1000
AKI00000054a,LIMK1,LIMK1,96,1000
AKI00000054a,LIMK2,LIMK2,96,1000
AKI00000054a,LKB1,STK11,62,1000
AKI00000054a,LOK,STK10,0.2,1000
AKI00000054a,LRRK2,LRRK2,100,1000
AKI00000054a,LRRK2(G2019S),LRRK2,94,1000
AKI00000054a,LTK,LTK,16,1000
AKI00000054a,LYN,LYN,4.4,1000
AKI00000054a,LZK,MAP3K13,100,1000
AKI00000054a,MAK,MAK,70,1000
AKI00000054a,MAP3K1,MAP3K1,64,1000
AKI00000054a,MAP3K15,MAP3K15,100,1000
AKI00000054a,MAP3K2,MAP3K2,100,1000
AKI00000054a,MAP3K3,MAP3K3,73,1000
AKI00000054a,MAP3K4,MAP3K4,96,1000
AKI00000054a,MAP4K2,MAP4K2,68,1000
AKI00000054a,MAP4K3,MAP4K3,8.6,1000
AKI00000054a,MAP4K4,MAP4K4,71,1000
AKI00000054a,MAP4K5,MAP4K5,1,1000
AKI00000054a,MAPKAPK2,MAPKAPK2,100,1000
AKI00000054a,MAPKAPK5,MAPKAPK5,93,1000
AKI00000054a,MARK1,MARK1,100,1000
AKI00000054a,MARK2,MARK2,100,1000
AKI00000054a,MARK3,MARK3,100,1000
AKI00000054a,MARK4,MARK4,97,1000
AKI00000054a,MAST1,MAST1,100,1000
AKI00000054a,MEK1,MAP2K1,89,1000
AKI00000054a,MEK2,MAP2K2,100,1000
AKI00000054a,MEK3,MAP2K3,71,1000
AKI00000054a,MEK4,MAP2K4,85,1000
AKI00000054a,MEK5,MAP2K5,100,1000
AKI00000054a,MEK6,MAP2K6,100,1000
AKI00000054a,MELK,MELK,92,1000
AKI00000054a,MERTK,MERTK,0.2,1000
AKI00000054a,MET,MET,72,1000
AKI00000054a,MET(M1250T),MET,80,1000
AKI00000054a,MET(Y1235D),MET,65,1000
AKI00000054a,MINK,MINK1,100,1000
AKI00000054a,MKK7,MAP2K7,66,1000
AKI00000054a,MKNK1,MKNK1,95,1000
AKI00000054a,MKNK2,MKNK2,39,1000
AKI00000054a,MLCK,MYLK3,100,1000
AKI00000054a,MLK1,MAP3K9,100,1000
AKI00000054a,MLK2,MAP3K10,75,1000
AKI00000054a,MLK3,MAP3K11,84,1000
AKI00000054a,MRCKA,CDC42BPA,100,1000
AKI00000054a,MRCKB,CDC42BPB,100,1000
AKI00000054a,MST1,STK4,31,1000
AKI00000054a,MST1R,MST1R,96,1000
AKI00000054a,MST2,STK3,53,1000
AKI00000054a,MST3,STK24,86,1000
AKI00000054a,MST4,MST4,100,1000
AKI00000054a,MTOR,MTOR,60,1000
AKI00000054a,MUSK,MUSK,0.8,1000
AKI00000054a,MYLK,MYLK,74,1000
AKI00000054a,MYLK2,MYLK2,47,1000
AKI00000054a,MYLK4,MYLK4,100,1000
AKI00000054a,MYO3A,MYO3A,76,1000
AKI00000054a,MYO3B,MYO3B,56,1000
AKI00000054a,NDR1,STK38,100,1000
AKI00000054a,NDR2,STK38L,72,1000
AKI00000054a,NEK1,NEK1,100,1000
AKI00000054a,NEK10,NEK10,68,1000
AKI00000054a,NEK11,NEK11,89,1000
AKI00000054a,NEK2,NEK2,68,1000
AKI00000054a,NEK3,NEK3,100,1000
AKI00000054a,NEK4,NEK4,89,1000
AKI00000054a,NEK5,NEK5,87,1000
AKI00000054a,NEK6,NEK6,100,1000
AKI00000054a,NEK7,NEK7,93,1000
AKI00000054a,NEK9,NEK9,87,1000
AKI00000054a,NIK,MAP3K14,100,1000
AKI00000054a,NIM1,MGC42105,92,1000
AKI00000054a,NLK,NLK,78,1000
AKI00000054a,OSR1,OXSR1,100,1000
AKI00000054a,p38-alpha,MAPK14,53,1000
AKI00000054a,p38-beta,MAPK11,66,1000
AKI00000054a,p38-delta,MAPK13,89,1000
AKI00000054a,p38-gamma,MAPK12,49,1000
AKI00000054a,PAK1,PAK1,100,1000
AKI00000054a,PAK2,PAK2,100,1000
AKI00000054a,PAK3,PAK3,37,1000
AKI00000054a,PAK4,PAK4,100,1000
AKI00000054a,PAK6,PAK6,100,1000
AKI00000054a,PAK7,PAK7,96,1000
AKI00000054a,PCTK1,CDK16,100,1000
AKI00000054a,PCTK2,CDK17,63,1000
AKI00000054a,PCTK3,CDK18,91,1000
AKI00000054a,PDGFRA,PDGFRA,0.5,1000
AKI00000054a,PDGFRB,PDGFRB,0,1000
AKI00000054a,PDPK1,PDPK1,72,1000
AKI00000054a,PFCDPK1(P.falciparum),CDPK1,67,1000
AKI00000054a,PFPK5(P.falciparum),MAL13P1.279,93,1000
AKI00000054a,PFTAIRE2,CDK15,70,1000
AKI00000054a,PFTK1,CDK14,100,1000
AKI00000054a,PHKG1,PHKG1,100,1000
AKI00000054a,PHKG2,PHKG2,85,1000
AKI00000054a,PIK3C2B,PIK3C2B,100,1000
AKI00000054a,PIK3C2G,PIK3C2G,100,1000
AKI00000054a,PIK3CA,PIK3CA,100,1000
AKI00000054a,PIK3CA(C420R),PIK3CA,100,1000
AKI00000054a,PIK3CA(E542K),PIK3CA,63,1000
AKI00000054a,PIK3CA(E545A),PIK3CA,100,1000
AKI00000054a,PIK3CA(E545K),PIK3CA,75,1000
AKI00000054a,PIK3CA(H1047L),PIK3CA,70,1000
AKI00000054a,PIK3CA(H1047Y),PIK3CA,100,1000
AKI00000054a,PIK3CA(I800L),PIK3CA,100,1000
AKI00000054a,PIK3CA(M1043I),PIK3CA,100,1000
