Compound Name,DiscoveRx Gene Symbol,Entrez Gene Symbol,Percent Control,Compound Concentration (nM)
AKI00000052a,HUNK,HUNK,100,1000
AKI00000052a,ICK,ICK,56,1000
AKI00000052a,IGF1R,IGF1R,85,1000
AKI00000052a,IKK-alpha,CHUK,1.9,1000
AKI00000052a,IKK-beta,IKBKB,0.5,1000
AKI00000052a,IKK-epsilon,IKBKE,100,1000
AKI00000052a,INSR,INSR,100,1000
AKI00000052a,INSRR,INSRR,98,1000
AKI00000052a,IRAK1,IRAK1,85,1000
AKI00000052a,IRAK3,IRAK3,81,1000
AKI00000052a,IRAK4,IRAK4,73,1000
AKI00000052a,ITK,ITK,86,1000
AKI00000052a,JAK1(JH1domain-catalytic),JAK1,100,1000
AKI00000052a,JAK1(JH2domain-pseudokinase),JAK1,50,1000
AKI00000052a,JAK2(JH1domain-catalytic),JAK2,35,1000
AKI00000052a,JAK3(JH1domain-catalytic),JAK3,19,1000
AKI00000052a,JNK1,MAPK8,86,1000
AKI00000052a,JNK2,MAPK9,71,1000
AKI00000052a,JNK3,MAPK10,64,1000
AKI00000052a,KIT,KIT,53,1000
AKI00000052a,KIT(A829P),KIT,62,1000
AKI00000052a,KIT(D816H),KIT,33,1000
AKI00000052a,KIT(D816V),KIT,52,1000
AKI00000052a,KIT(L576P),KIT,66,1000
AKI00000052a,KIT(V559D),KIT,55,1000
AKI00000052a,"KIT(V559D,T670I)",KIT,63,1000
AKI00000052a,"KIT(V559D,V654A)",KIT,100,1000
AKI00000052a,KIT-autoinhibited,KIT,100,1000
AKI00000052a,LATS1,LATS1,65,1000
AKI00000052a,LATS2,LATS2,100,1000
AKI00000052a,LCK,LCK,97,1000
AKI00000052a,LIMK1,LIMK1,84,1000
AKI00000052a,LIMK2,LIMK2,100,1000
AKI00000052a,LKB1,STK11,8.9,1000
AKI00000052a,LOK,STK10,72,1000
AKI00000052a,LRRK2,LRRK2,29,1000
AKI00000052a,LRRK2(G2019S),LRRK2,8.7,1000
AKI00000052a,LTK,LTK,100,1000
AKI00000052a,LYN,LYN,79,1000
AKI00000052a,LZK,MAP3K13,100,1000
AKI00000052a,MAK,MAK,72,1000
AKI00000052a,MAP3K1,MAP3K1,58,1000
AKI00000052a,MAP3K15,MAP3K15,100,1000
AKI00000052a,MAP3K2,MAP3K2,97,1000
AKI00000052a,MAP3K3,MAP3K3,100,1000
AKI00000052a,MAP3K4,MAP3K4,81,1000
AKI00000052a,MAP4K2,MAP4K2,23,1000
AKI00000052a,MAP4K3,MAP4K3,77,1000
AKI00000052a,MAP4K4,MAP4K4,61,1000
AKI00000052a,MAP4K5,MAP4K5,100,1000
AKI00000052a,MAPKAPK2,MAPKAPK2,2.3,1000
AKI00000052a,MAPKAPK5,MAPKAPK5,86,1000
AKI00000052a,MARK1,MARK1,79,1000
AKI00000052a,MARK2,MARK2,17,1000
AKI00000052a,MARK3,MARK3,40,1000
AKI00000052a,MARK4,MARK4,83,1000
AKI00000052a,MAST1,MAST1,9,1000
AKI00000052a,MEK1,MAP2K1,100,1000
AKI00000052a,MEK2,MAP2K2,100,1000
AKI00000052a,MEK3,MAP2K3,45,1000
AKI00000052a,MEK4,MAP2K4,81,1000
AKI00000052a,MEK5,MAP2K5,66,1000
AKI00000052a,MEK6,MAP2K6,100,1000
AKI00000052a,MELK,MELK,53,1000
AKI00000052a,MERTK,MERTK,70,1000
AKI00000052a,MET,MET,74,1000
AKI00000052a,MET(M1250T),MET,100,1000
AKI00000052a,MET(Y1235D),MET,75,1000
AKI00000052a,MINK,MINK1,34,1000
AKI00000052a,MKK7,MAP2K7,82,1000
AKI00000052a,MKNK1,MKNK1,64,1000
AKI00000052a,MKNK2,MKNK2,18,1000
AKI00000052a,MLCK,MYLK3,0.1,1000
AKI00000052a,MLK1,MAP3K9,7.8,1000
AKI00000052a,MLK2,MAP3K10,63,1000
AKI00000052a,MLK3,MAP3K11,49,1000
AKI00000052a,MRCKA,CDC42BPA,100,1000
AKI00000052a,MRCKB,CDC42BPB,100,1000
AKI00000052a,MST1,STK4,100,1000
AKI00000052a,MST1R,MST1R,80,1000
AKI00000052a,MST2,STK3,0,1000
AKI00000052a,MST3,STK24,100,1000
AKI00000052a,MST4,MST4,100,1000
AKI00000052a,MTOR,MTOR,34,1000
AKI00000052a,MUSK,MUSK,92,1000
AKI00000052a,MYLK,MYLK,100,1000
AKI00000052a,MYLK2,MYLK2,0.6,1000
AKI00000052a,MYLK4,MYLK4,0,1000
AKI00000052a,MYO3A,MYO3A,89,1000
AKI00000052a,MYO3B,MYO3B,100,1000
AKI00000052a,NDR1,STK38,87,1000
AKI00000052a,NDR2,STK38L,66,1000
AKI00000052a,NEK1,NEK1,100,1000
AKI00000052a,NEK10,NEK10,45,1000
AKI00000052a,NEK11,NEK11,98,1000
AKI00000052a,NEK2,NEK2,100,1000
AKI00000052a,NEK3,NEK3,77,1000
AKI00000052a,NEK4,NEK4,93,1000
AKI00000052a,NEK5,NEK5,100,1000
AKI00000052a,NEK6,NEK6,82,1000
AKI00000052a,NEK7,NEK7,87,1000
AKI00000052a,NEK9,NEK9,100,1000
AKI00000052a,NIK,MAP3K14,100,1000
AKI00000052a,NIM1,MGC42105,25,1000
AKI00000052a,NLK,NLK,70,1000
AKI00000052a,OSR1,OXSR1,100,1000
AKI00000052a,p38-alpha,MAPK14,99,1000
AKI00000052a,p38-beta,MAPK11,75,1000
AKI00000052a,p38-delta,MAPK13,86,1000
AKI00000052a,p38-gamma,MAPK12,100,1000
AKI00000052a,PAK1,PAK1,2,1000
AKI00000052a,PAK2,PAK2,13,1000
AKI00000052a,PAK3,PAK3,89,1000
AKI00000052a,PAK4,PAK4,74,1000
AKI00000052a,PAK6,PAK6,71,1000
AKI00000052a,PAK7,PAK7,48,1000
AKI00000052a,PCTK1,CDK16,99,1000
AKI00000052a,PCTK2,CDK17,77,1000
AKI00000052a,PCTK3,CDK18,95,1000
AKI00000052a,PDGFRA,PDGFRA,67,1000
AKI00000052a,PDGFRB,PDGFRB,37,1000
AKI00000052a,PDPK1,PDPK1,14,1000
AKI00000052a,PFCDPK1(P.falciparum),CDPK1,74,1000
AKI00000052a,PFPK5(P.falciparum),MAL13P1.279,100,1000
AKI00000052a,PFTAIRE2,CDK15,64,1000
AKI00000052a,PFTK1,CDK14,100,1000
AKI00000052a,PHKG1,PHKG1,8.7,1000
AKI00000052a,PHKG2,PHKG2,46,1000
AKI00000052a,PIK3C2B,PIK3C2B,83,1000
AKI00000052a,PIK3C2G,PIK3C2G,84,1000
AKI00000052a,PIK3CA,PIK3CA,100,1000
AKI00000052a,PIK3CA(C420R),PIK3CA,100,1000
AKI00000052a,PIK3CA(E542K),PIK3CA,62,1000
AKI00000052a,PIK3CA(E545A),PIK3CA,100,1000
AKI00000052a,PIK3CA(E545K),PIK3CA,85,1000
AKI00000052a,PIK3CA(H1047L),PIK3CA,68,1000
AKI00000052a,PIK3CA(H1047Y),PIK3CA,100,1000
AKI00000052a,PIK3CA(I800L),PIK3CA,100,1000
AKI00000052a,PIK3CA(M1043I),PIK3CA,94,1000
AKI00000052a,PIK3CA(Q546K),PIK3CA,81,1000
AKI00000052a,PIK3CB,PIK3CB,80,1000
AKI00000052a,PIK3CD,PIK3CD,77,1000
AKI00000052a,PIK3CG,PIK3CG,100,1000
AKI00000052a,PIK4CB,PI4KB,83,1000
AKI00000052a,PIKFYVE,PIKFYVE,0,1000
AKI00000052a,PIM1,PIM1,24,1000
AKI00000052a,PIM2,PIM2,4.8,1000
AKI00000052a,PIM3,PIM3,23,1000
AKI00000052a,PIP5K1A,PIP5K1A,2.9,1000
AKI00000052a,PIP5K1C,PIP5K1C,0,1000
AKI00000052a,PIP5K2B,PIP4K2B,3.1,1000
AKI00000052a,PIP5K2C,PIP4K2C,12,1000
AKI00000052a,PKAC-alpha,PRKACA,12,1000
AKI00000052a,PKAC-beta,PRKACB,7.2,1000
AKI00000052a,PKMYT1,PKMYT1,100,1000
AKI00000052a,PKN1,PKN1,6.7,1000
AKI00000052a,PKN2,PKN2,4.6,1000
AKI00000052a,PKNB(M.tuberculosis),pknB,84,1000
AKI00000052a,PLK1,PLK1,100,1000
AKI00000052a,PLK2,PLK2,74,1000
AKI00000052a,PLK3,PLK3,96,1000
AKI00000052a,PLK4,PLK4,40,1000
AKI00000052a,PRKCD,PRKCD,15,1000
AKI00000052a,PRKCE,PRKCE,100,1000
AKI00000052a,PRKCH,PRKCH,50,1000
AKI00000052a,PRKCI,PRKCI,3.5,1000
AKI00000052a,PRKCQ,PRKCQ,100,1000
AKI00000052a,PRKD1,PRKD1,76,1000
AKI00000052a,PRKD2,PRKD2,77,1000
AKI00000052a,PRKD3,PRKD3,21,1000
AKI00000052a,PRKG1,PRKG1,2.6,1000
AKI00000052a,PRKG2,PRKG2,0,1000
AKI00000052a,PRKR,EIF2AK2,82,1000
AKI00000052a,PRKX,PRKX,25,1000
AKI00000052a,PRP4,PRPF4B,9.2,1000
AKI00000052a,PYK2,PTK2B,100,1000
AKI00000052a,QSK,KIAA0999,53,1000
AKI00000052a,RAF1,RAF1,100,1000
AKI00000052a,RET,RET,84,1000
AKI00000052a,RET(M918T),RET,89,1000
AKI00000052a,RET(V804L),RET,84,1000
AKI00000052a,RET(V804M),RET,96,1000
AKI00000052a,RIOK1,RIOK1,3.5,1000
AKI00000052a,RIOK2,RIOK2,26,1000
AKI00000052a,RIOK3,RIOK3,0.5,1000
AKI00000052a,RIPK1,RIPK1,100,1000
AKI00000052a,RIPK2,RIPK2,75,1000
AKI00000052a,RIPK4,RIPK4,13,1000
AKI00000052a,RIPK5,DSTYK,49,1000
AKI00000052a,ROCK1,ROCK1,1.4,1000
AKI00000052a,ROCK2,ROCK2,1.1,1000
AKI00000052a,ROS1,ROS1,54,1000
AKI00000052a,RPS6KA4(Kin.Dom.1-N-terminal),RPS6KA4,100,1000
AKI00000052a,RPS6KA4(Kin.Dom.2-C-terminal),RPS6KA4,30,1000
AKI00000052a,RPS6KA5(Kin.Dom.1-N-terminal),RPS6KA5,98,1000
AKI00000052a,RPS6KA5(Kin.Dom.2-C-terminal),RPS6KA5,18,1000
AKI00000052a,RSK1(Kin.Dom.1-N-terminal),RPS6KA1,77,1000
AKI00000052a,RSK1(Kin.Dom.2-C-terminal),RPS6KA1,7.6,1000
AKI00000052a,RSK2(Kin.Dom.1-N-terminal),RPS6KA3,43,1000
AKI00000052a,RSK2(Kin.Dom.2-C-terminal),RPS6KA3,100,1000
AKI00000052a,RSK3(Kin.Dom.1-N-terminal),RPS6KA2,68,1000
AKI00000052a,RSK3(Kin.Dom.2-C-terminal),RPS6KA2,100,1000
AKI00000052a,RSK4(Kin.Dom.1-N-terminal),RPS6KA6,17,1000
AKI00000052a,RSK4(Kin.Dom.2-C-terminal),RPS6KA6,7.4,1000
AKI00000052a,S6K1,RPS6KB1,91,1000
AKI00000052a,SBK1,SBK1,100,1000
AKI00000052a,SGK,SGK1,56,1000
AKI00000052a,SgK110,SgK110,100,1000
AKI00000052a,SGK2,SGK2,55,1000
AKI00000052a,SGK3,SGK3,9.4,1000
AKI00000052a,SIK,SIK1,91,1000
AKI00000052a,SIK2,SIK2,70,1000
AKI00000052a,SLK,SLK,31,1000
AKI00000052a,SNARK,NUAK2,15,1000
AKI00000052a,SNRK,SNRK,100,1000
AKI00000052a,SRC,SRC,99,1000
AKI00000052a,SRMS,SRMS,100,1000
AKI00000052a,SRPK1,SRPK1,18,1000
AKI00000052a,SRPK2,SRPK2,21,1000
AKI00000052a,SRPK3,SRPK3,15,1000
AKI00000052a,STK16,STK16,5.3,1000
AKI00000052a,STK33,STK33,18,1000
AKI00000052a,STK35,STK35,83,1000
AKI00000052a,STK36,STK36,72,1000
AKI00000052a,STK39,STK39,100,1000
AKI00000052a,SYK,SYK,3.9,1000
AKI00000052a,TAK1,MAP3K7,49,1000
AKI00000052a,TAOK1,TAOK1,60,1000
AKI00000052a,TAOK2,TAOK2,100,1000
AKI00000052a,TAOK3,TAOK3,83,1000
AKI00000052a,TBK1,TBK1,66,1000
AKI00000052a,TEC,TEC,74,1000
AKI00000052a,TESK1,TESK1,72,1000
AKI00000052a,TGFBR1,TGFBR1,100,1000
AKI00000052a,TGFBR2,TGFBR2,100,1000
AKI00000052a,TIE1,TIE1,84,1000
AKI00000052a,TIE2,TEK,76,1000
AKI00000052a,TLK1,TLK1,82,1000
AKI00000052a,TLK2,TLK2,94,1000
AKI00000052a,TNIK,TNIK,56,1000
AKI00000052a,TNK1,TNK1,48,1000
AKI00000052a,TNK2,TNK2,100,1000
AKI00000052a,TNNI3K,TNNI3K,66,1000
AKI00000052a,TRKA,NTRK1,84,1000
AKI00000052a,TRKB,NTRK2,70,1000
AKI00000052a,TRKC,NTRK3,63,1000
AKI00000052a,TRPM6,TRPM6,92,1000
AKI00000052a,TSSK1B,TSSK1B,93,1000
AKI00000052a,TSSK3,TSSK3,7.3,1000
AKI00000052a,TTK,TTK,37,1000
AKI00000052a,TXK,TXK,82,1000
AKI00000052a,TYK2(JH1domain-catalytic),TYK2,18,1000
AKI00000052a,TYK2(JH2domain-pseudokinase),TYK2,0,1000
AKI00000052a,TYRO3,TYRO3,83,1000
AKI00000052a,ULK1,ULK1,100,1000
AKI00000052a,ULK2,ULK2,84,1000
AKI00000052a,ULK3,ULK3,100,1000
AKI00000052a,VEGFR2,KDR,89,1000
AKI00000052a,VPS34,PIK3C3,80,1000
AKI00000052a,VRK2,VRK2,55,1000
AKI00000052a,WEE1,WEE1,100,1000
AKI00000052a,WEE2,WEE2,100,1000
AKI00000052a,WNK1,WNK1,100,1000
AKI00000052a,WNK2,WNK2,72,1000
AKI00000052a,WNK3,WNK3,100,1000
AKI00000052a,WNK4,WNK4,100,1000
AKI00000052a,YANK1,STK32A,3.6,1000
AKI00000052a,YANK2,STK32B,14,1000
AKI00000052a,YANK3,STK32C,98,1000
AKI00000052a,YES,YES1,100,1000
AKI00000052a,YSK1,STK25,81,1000
AKI00000052a,YSK4,MAP3K19,0.2,1000
AKI00000052a,ZAK,ZAK,78,1000
AKI00000052a,ZAP70,ZAP70,58,1000
AKI00000053a,AAK1,AAK1,100,1000
AKI00000053a,ABL1(E255K)-phosphorylated,ABL1,100,1000
AKI00000053a,ABL1(F317I)-nonphosphorylated,ABL1,100,1000
AKI00000053a,ABL1(F317I)-phosphorylated,ABL1,98,1000
AKI00000053a,ABL1(F317L)-nonphosphorylated,ABL1,100,1000
AKI00000053a,ABL1(F317L)-phosphorylated,ABL1,100,1000
AKI00000053a,ABL1(H396P)-nonphosphorylated,ABL1,100,1000
AKI00000053a,ABL1(H396P)-phosphorylated,ABL1,100,1000
AKI00000053a,ABL1(M351T)-phosphorylated,ABL1,100,1000
AKI00000053a,ABL1(Q252H)-nonphosphorylated,ABL1,53,1000
AKI00000053a,ABL1(Q252H)-phosphorylated,ABL1,92,1000
AKI00000053a,ABL1(T315I)-nonphosphorylated,ABL1,100,1000
AKI00000053a,ABL1(T315I)-phosphorylated,ABL1,96,1000
AKI00000053a,ABL1(Y253F)-phosphorylated,ABL1,92,1000
AKI00000053a,ABL1-nonphosphorylated,ABL1,88,1000
AKI00000053a,ABL1-phosphorylated,ABL1,100,1000
AKI00000053a,ABL2,ABL2,100,1000
AKI00000053a,ACVR1,ACVR1,100,1000
AKI00000053a,ACVR1B,ACVR1B,100,1000
AKI00000053a,ACVR2A,ACVR2A,100,1000
AKI00000053a,ACVR2B,ACVR2B,95,1000
AKI00000053a,ACVRL1,ACVRL1,100,1000
AKI00000053a,ADCK3,CABC1,73,1000
AKI00000053a,ADCK4,ADCK4,56,1000
AKI00000053a,AKT1,AKT1,100,1000
AKI00000053a,AKT2,AKT2,97,1000
AKI00000053a,AKT3,AKT3,100,1000
AKI00000053a,ALK,ALK,69,1000
AKI00000053a,ALK(C1156Y),ALK,45,1000
AKI00000053a,ALK(L1196M),ALK,90,1000
AKI00000053a,AMPK-alpha1,PRKAA1,100,1000
AKI00000053a,AMPK-alpha2,PRKAA2,100,1000
AKI00000053a,ANKK1,ANKK1,100,1000
AKI00000053a,ARK5,NUAK1,83,1000
AKI00000053a,ASK1,MAP3K5,42,1000
AKI00000053a,ASK2,MAP3K6,100,1000
AKI00000053a,AURKA,AURKA,100,1000
AKI00000053a,AURKB,AURKB,78,1000
AKI00000053a,AURKC,AURKC,98,1000
AKI00000053a,AXL,AXL,86,1000
AKI00000053a,BIKE,BMP2K,100,1000
AKI00000053a,BLK,BLK,66,1000
AKI00000053a,BMPR1A,BMPR1A,94,1000
AKI00000053a,BMPR1B,BMPR1B,87,1000
AKI00000053a,BMPR2,BMPR2,61,1000
AKI00000053a,BMX,BMX,96,1000
AKI00000053a,BRAF,BRAF,96,1000
AKI00000053a,BRAF(V600E),BRAF,68,1000
AKI00000053a,BRK,PTK6,100,1000
AKI00000053a,BRSK1,BRSK1,100,1000
AKI00000053a,BRSK2,BRSK2,100,1000
AKI00000053a,BTK,BTK,100,1000
AKI00000053a,BUB1,BUB1,95,1000
AKI00000053a,CAMK1,CAMK1,77,1000
AKI00000053a,CAMK1B,PNCK,97,1000
AKI00000053a,CAMK1D,CAMK1D,97,1000
AKI00000053a,CAMK1G,CAMK1G,100,1000
AKI00000053a,CAMK2A,CAMK2A,100,1000
AKI00000053a,CAMK2B,CAMK2B,100,1000
AKI00000053a,CAMK2D,CAMK2D,100,1000
AKI00000053a,CAMK2G,CAMK2G,92,1000
AKI00000053a,CAMK4,CAMK4,100,1000
AKI00000053a,CAMKK1,CAMKK1,100,1000
AKI00000053a,CAMKK2,CAMKK2,94,1000
AKI00000053a,CASK,CASK,70,1000
AKI00000053a,CDC2L1,CDK11B,100,1000
AKI00000053a,CDC2L2,CDC2L2,100,1000
AKI00000053a,CDC2L5,CDK13,61,1000
AKI00000053a,CDK11,CDK19,81,1000
AKI00000053a,CDK2,CDK2,100,1000
AKI00000053a,CDK3,CDK3,100,1000
AKI00000053a,CDK4,CDK4,66,1000
AKI00000053a,CDK4-cyclinD1,CDK4,100,1000
AKI00000053a,CDK4-cyclinD3,CDK4,100,1000
AKI00000053a,CDK5,CDK5,100,1000
AKI00000053a,CDK7,CDK7,84,1000
AKI00000053a,CDK8,CDK8,100,1000
AKI00000053a,CDK9,CDK9,100,1000
AKI00000053a,CDKL1,CDKL1,100,1000
AKI00000053a,CDKL2,CDKL2,100,1000
AKI00000053a,CDKL3,CDKL3,75,1000
AKI00000053a,CDKL5,CDKL5,100,1000
AKI00000053a,CHEK1,CHEK1,92,1000
AKI00000053a,CHEK2,CHEK2,84,1000
AKI00000053a,CIT,CIT,41,1000
AKI00000053a,CLK1,CLK1,94,1000
AKI00000053a,CLK2,CLK2,88,1000
AKI00000053a,CLK3,CLK3,100,1000
AKI00000053a,CLK4,CLK4,100,1000
AKI00000053a,CSF1R,CSF1R,71,1000
AKI00000053a,CSF1R-autoinhibited,CSF1R,21,1000
AKI00000053a,CSK,CSK,100,1000
AKI00000053a,CSNK1A1,CSNK1A1,66,1000
AKI00000053a,CSNK1A1L,CSNK1A1L,99,1000
AKI00000053a,CSNK1D,CSNK1D,100,1000
AKI00000053a,CSNK1E,CSNK1E,98,1000
AKI00000053a,CSNK1G1,CSNK1G1,100,1000
AKI00000053a,CSNK1G2,CSNK1G2,100,1000
AKI00000053a,CSNK1G3,CSNK1G3,100,1000
AKI00000053a,CSNK2A1,CSNK2A1,100,1000
AKI00000053a,CSNK2A2,CSNK2A2,100,1000
AKI00000053a,CTK,MATK,49,1000
AKI00000053a,DAPK1,DAPK1,100,1000
AKI00000053a,DAPK2,DAPK2,100,1000
AKI00000053a,DAPK3,DAPK3,100,1000
AKI00000053a,DCAMKL1,DCLK1,93,1000
AKI00000053a,DCAMKL2,DCLK2,96,1000
AKI00000053a,DCAMKL3,DCLK3,100,1000
AKI00000053a,DDR1,DDR1,95,1000
AKI00000053a,DDR2,DDR2,66,1000
AKI00000053a,DLK,MAP3K12,51,1000
AKI00000053a,DMPK,DMPK,90,1000
AKI00000053a,DMPK2,CDC42BPG,92,1000
AKI00000053a,DRAK1,STK17A,100,1000
AKI00000053a,DRAK2,STK17B,93,1000
AKI00000053a,DYRK1A,DYRK1A,92,1000
AKI00000053a,DYRK1B,DYRK1B,48,1000
AKI00000053a,DYRK2,DYRK2,73,1000
AKI00000053a,EGFR,EGFR,72,1000
AKI00000053a,EGFR(E746-A750del),EGFR,67,1000
AKI00000053a,EGFR(G719C),EGFR,100,1000
AKI00000053a,EGFR(G719S),EGFR,100,1000
AKI00000053a,"EGFR(L747-E749del, A750P)",EGFR,85,1000
AKI00000053a,"EGFR(L747-S752del, P753S)",EGFR,97,1000
AKI00000053a,"EGFR(L747-T751del,Sins)",EGFR,100,1000
AKI00000053a,EGFR(L858R),EGFR,89,1000
AKI00000053a,"EGFR(L858R,T790M)",EGFR,96,1000
AKI00000053a,EGFR(L861Q),EGFR,100,1000
AKI00000053a,EGFR(S752-I759del),EGFR,100,1000
AKI00000053a,EGFR(T790M),EGFR,100,1000
AKI00000053a,EIF2AK1,EIF2AK1,100,1000
AKI00000053a,EPHA1,EPHA1,100,1000
AKI00000053a,EPHA2,EPHA2,100,1000
AKI00000053a,EPHA3,EPHA3,93,1000
AKI00000053a,EPHA4,EPHA4,100,1000
AKI00000053a,EPHA5,EPHA5,100,1000
AKI00000053a,EPHA6,EPHA6,100,1000
AKI00000053a,EPHA7,EPHA7,98,1000
AKI00000053a,EPHA8,EPHA8,81,1000
AKI00000053a,EPHB1,EPHB1,84,1000
AKI00000053a,EPHB2,EPHB2,78,1000
AKI00000053a,EPHB3,EPHB3,100,1000
AKI00000053a,EPHB4,EPHB4,100,1000
AKI00000053a,EPHB6,EPHB6,96,1000
AKI00000053a,ERBB2,ERBB2,67,1000
AKI00000053a,ERBB3,ERBB3,88,1000
AKI00000053a,ERBB4,ERBB4,59,1000
AKI00000053a,ERK1,MAPK3,97,1000
AKI00000053a,ERK2,MAPK1,98,1000
AKI00000053a,ERK3,MAPK6,77,1000
AKI00000053a,ERK4,MAPK4,98,1000
AKI00000053a,ERK5,MAPK7,100,1000
AKI00000053a,ERK8,MAPK15,91,1000
AKI00000053a,ERN1,ERN1,78,1000
AKI00000053a,FAK,PTK2,100,1000
AKI00000053a,FER,FER,100,1000
AKI00000053a,FES,FES,100,1000
AKI00000053a,FGFR1,FGFR1,91,1000
AKI00000053a,FGFR2,FGFR2,99,1000
AKI00000053a,FGFR3,FGFR3,92,1000
AKI00000053a,FGFR3(G697C),FGFR3,100,1000
AKI00000053a,FGFR4,FGFR4,100,1000
AKI00000053a,FGR,FGR,100,1000
AKI00000053a,FLT1,FLT1,100,1000
AKI00000053a,FLT3,FLT3,61,1000
AKI00000053a,FLT3(D835H),FLT3,100,1000
AKI00000053a,FLT3(D835V),FLT3,89,1000
AKI00000053a,FLT3(D835Y),FLT3,94,1000
AKI00000053a,FLT3(ITD),FLT3,100,1000
AKI00000053a,"FLT3(ITD,D835V)",FLT3,36,1000
AKI00000053a,"FLT3(ITD,F691L)",FLT3,87,1000
AKI00000053a,FLT3(K663Q),FLT3,94,1000
AKI00000053a,FLT3(N841I),FLT3,61,1000
AKI00000053a,FLT3(R834Q),FLT3,50,1000
AKI00000053a,FLT3-autoinhibited,FLT3,100,1000
AKI00000053a,FLT4,FLT4,89,1000
AKI00000053a,FRK,FRK,100,1000
AKI00000053a,FYN,FYN,81,1000
AKI00000053a,GAK,GAK,100,1000
AKI00000053a,"GCN2(Kin.Dom.2,S808G)",EIF2AK4,75,1000
AKI00000053a,GRK1,GRK1,100,1000
AKI00000053a,GRK2,ADRBK1,45,1000
AKI00000053a,GRK3,ADRBK2,64,1000
AKI00000053a,GRK4,GRK4,100,1000
AKI00000053a,GRK7,GRK7,94,1000
AKI00000053a,GSK3A,GSK3A,100,1000
AKI00000053a,GSK3B,GSK3B,77,1000
AKI00000053a,HASPIN,GSG2,49,1000
AKI00000053a,HCK,HCK,74,1000
AKI00000053a,HIPK1,HIPK1,85,1000
AKI00000053a,HIPK2,HIPK2,94,1000
AKI00000053a,HIPK3,HIPK3,93,1000
AKI00000053a,HIPK4,HIPK4,100,1000
AKI00000053a,HPK1,MAP4K1,41,1000
AKI00000053a,HUNK,HUNK,50,1000
AKI00000053a,ICK,ICK,100,1000
AKI00000053a,IGF1R,IGF1R,90,1000
AKI00000053a,IKK-alpha,CHUK,92,1000
AKI00000053a,IKK-beta,IKBKB,100,1000
AKI00000053a,IKK-epsilon,IKBKE,100,1000
AKI00000053a,INSR,INSR,100,1000
AKI00000053a,INSRR,INSRR,92,1000
AKI00000053a,IRAK1,IRAK1,58,1000
AKI00000053a,IRAK3,IRAK3,100,1000
AKI00000053a,IRAK4,IRAK4,91,1000
AKI00000053a,ITK,ITK,97,1000
AKI00000053a,JAK1(JH1domain-catalytic),JAK1,95,1000
AKI00000053a,JAK1(JH2domain-pseudokinase),JAK1,100,1000
AKI00000053a,JAK2(JH1domain-catalytic),JAK2,73,1000
AKI00000053a,JAK3(JH1domain-catalytic),JAK3,90,1000
AKI00000053a,JNK1,MAPK8,0.1,1000
AKI00000053a,JNK2,MAPK9,0.1,1000
AKI00000053a,JNK3,MAPK10,0.1,1000
AKI00000053a,KIT,KIT,72,1000
AKI00000053a,KIT(A829P),KIT,80,1000
AKI00000053a,KIT(D816H),KIT,100,1000
AKI00000053a,KIT(D816V),KIT,100,1000
AKI00000053a,KIT(L576P),KIT,65,1000
AKI00000053a,KIT(V559D),KIT,66,1000
AKI00000053a,"KIT(V559D,T670I)",KIT,90,1000
AKI00000053a,"KIT(V559D,V654A)",KIT,100,1000
AKI00000053a,KIT-autoinhibited,KIT,95,1000
AKI00000053a,LATS1,LATS1,100,1000
AKI00000053a,LATS2,LATS2,71,1000
AKI00000053a,LCK,LCK,90,1000
AKI00000053a,LIMK1,LIMK1,100,1000
AKI00000053a,LIMK2,LIMK2,93,1000
AKI00000053a,LKB1,STK11,25,1000
AKI00000053a,LOK,STK10,97,1000
AKI00000053a,LRRK2,LRRK2,57,1000
AKI00000053a,LRRK2(G2019S),LRRK2,34,1000
AKI00000053a,LTK,LTK,100,1000
AKI00000053a,LYN,LYN,91,1000
AKI00000053a,LZK,MAP3K13,88,1000
AKI00000053a,MAK,MAK,100,1000
AKI00000053a,MAP3K1,MAP3K1,76,1000
AKI00000053a,MAP3K15,MAP3K15,41,1000
AKI00000053a,MAP3K2,MAP3K2,100,1000
AKI00000053a,MAP3K3,MAP3K3,100,1000
AKI00000053a,MAP3K4,MAP3K4,79,1000
AKI00000053a,MAP4K2,MAP4K2,100,1000
AKI00000053a,MAP4K3,MAP4K3,88,1000
AKI00000053a,MAP4K4,MAP4K4,100,1000
AKI00000053a,MAP4K5,MAP4K5,100,1000
AKI00000053a,MAPKAPK2,MAPKAPK2,100,1000
AKI00000053a,MAPKAPK5,MAPKAPK5,91,1000
AKI00000053a,MARK1,MARK1,100,1000
AKI00000053a,MARK2,MARK2,89,1000
AKI00000053a,MARK3,MARK3,100,1000
AKI00000053a,MARK4,MARK4,100,1000
AKI00000053a,MAST1,MAST1,100,1000
AKI00000053a,MEK1,MAP2K1,91,1000
AKI00000053a,MEK2,MAP2K2,100,1000
AKI00000053a,MEK3,MAP2K3,100,1000
AKI00000053a,MEK4,MAP2K4,17,1000
AKI00000053a,MEK5,MAP2K5,99,1000
AKI00000053a,MEK6,MAP2K6,100,1000
AKI00000053a,MELK,MELK,87,1000
AKI00000053a,MERTK,MERTK,69,1000
AKI00000053a,MET,MET,79,1000
AKI00000053a,MET(M1250T),MET,98,1000
AKI00000053a,MET(Y1235D),MET,95,1000
AKI00000053a,MINK,MINK1,82,1000
AKI00000053a,MKK7,MAP2K7,67,1000
